<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FEROS,d,20031105,000000,2,2,2,2,20000
FEROS,d,20031111,000000,2,2,2,2,30000
FEROS,d,20031119,000000,2,2,2,2,2006420
FEROS,d,20031203,000000,2,2,2,2,1146032
FEROS,d,20031209,000000,2,2,2,2,3820
FEROS,d,20031217,000000,2,2,2,2,644041
FEROS,d,20031222,000000,2,2,2,2,300000
FEROS,d,20031223,000000,2,2,2,2,300161
FEROS,d,20031224,000000,2,2,2,2,300000
FEROS,d,20040104,000000,2,2,2,2,2141891
FEROS,d,20040110,000000,2,3,2,2,15010
FEROS,d,20040111,000000,2,2,2,2,40328
FEROS,d,20040112,000000,2,2,2,2,170040
FEROS,d,20040114,000000,2,2,2,2,541601
FEROS,d,20040117,000000,2,2,2,2,530239
FEROS,d,20040118,000000,2,2,2,2,501010
FEROS,d,20040120,000000,2,2,2,2,501010
FEROS,d,20040121,000000,2,2,2,2,401010
FEROS,d,20040124,000000,3,3,2,2,517369
FEROS,d,20040125,000000,3,3,3,3,520010
FEROS,d,20040127,000000,3,3,3,3,1631873
FEROS,d,20040128,000000,3,3,3,3,1997895
FEROS,d,20040131,000000,3,3,3,3,1896013
FEROS,d,20040406,000000,4,4,4,4,10000
FEROS,d,20040809,000000,11,11,10,11,18610
FEROS,d,20040810,000000,11,11,11,11,5410
FEROS,d,20040814,000000,12,12,11,11,2010
FEROS,d,20040817,000000,12,12,11,11,5810
FEROS,d,20040818,000000,12,12,11,11,13557
FEROS,d,20040821,000000,12,12,11,11,6210
FEROS,d,20040822,000000,12,12,11,11,1328
FEROS,d,20040823,000000,12,12,11,11,172
FEROS,d,20040824,000000,11,11,11,11,1943
FEROS,d,20040825,000000,11,11,11,11,1865
FEROS,d,20040828,000000,11,11,11,11,23535
FEROS,d,20040829,000000,11,11,11,11,2027
FEROS,d,20040901,000000,11,11,11,11,180
FEROS,d,20040904,000000,10,11,10,11,1460
FEROS,d,20040905,000000,10,11,10,11,15109
FEROS,d,20040906,000000,10,11,10,11,13505
FEROS,d,20040907,000000,10,10,10,10,35916
FEROS,d,20040908,000000,10,10,10,10,4340
FEROS,d,20040911,000000,10,10,10,10,11010
FEROS,d,20040912,000000,10,10,10,10,20080
FEROS,d,20040914,000000,10,10,10,10,12732
FEROS,d,20040915,000000,10,10,10,10,32510
FEROS,d,20040918,000000,10,10,10,10,35197
FEROS,d,20040919,000000,10,10,10,10,15060
FEROS,d,20040920,000000,10,10,10,10,25126
FEROS,d,20040921,000000,10,10,10,10,1250
FEROS,d,20040922,000000,10,10,10,10,3090
FEROS,d,20040925,000000,10,10,10,10,6152
FEROS,d,20040926,000000,10,10,10,10,20884
FEROS,d,20040927,000000,10,10,10,10,19245
FEROS,d,20040928,000000,10,10,10,10,5148
FEROS,d,20040929,000000,10,10,10,10,2030
FEROS,d,20041003,000000,10,10,10,10,2735
FEROS,d,20041004,000000,10,10,10,10,16310
FEROS,d,20041005,000000,10,10,10,10,1010
FEROS,d,20041006,000000,10,10,10,10,1282
FEROS,d,20041009,000000,11,11,10,10,172
FEROS,d,20041010,000000,11,11,10,10,22510
FEROS,d,20041011,000000,11,11,11,11,12010
FEROS,d,20041012,000000,11,11,11,11,6210
FEROS,d,20041020,000000,11,11,11,11,4920
FEROS,d,20041024,000000,11,11,11,11,554
FEROS,d,20041101,000000,12,12,12,12,5000
FEROS,d,20041102,000000,12,12,12,12,620
FEROS,d,20041103,000000,13,13,12,12,462
FEROS,d,20041106,000000,13,13,12,12,914
