<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GHEBAHAR,d,20201024,000000,35214,35214,35214,35214,3270
GHEBAHAR,d,20201026,000000,35207,35207,35207,35207,150
GHEBAHAR,d,20201027,000000,34481,34481,34481,34481,1730
GHEBAHAR,d,20201031,000000,35202,35202,35202,35202,546
GHEBAHAR,d,20201104,000000,35201,35201,35201,35201,1340
GHEBAHAR,d,20201107,000000,34473,34473,34473,34473,3479
GHEBAHAR,d,20201108,000000,35187,35187,35187,35187,185
GHEBAHAR,d,20201114,000000,35187,35187,35187,35187,817
GHEBAHAR,d,20201116,000000,35185,35185,35185,35185,221
GHEBAHAR,d,20201117,000000,34459,34459,34459,34459,5788
GHEBAHAR,d,20201118,000000,35166,35166,35166,35166,586
GHEBAHAR,d,20201121,000000,35165,35165,35165,35165,562
GHEBAHAR,d,20201122,000000,35164,35164,35164,35164,10650
GHEBAHAR,d,20201123,000000,34418,34418,34418,34418,26075
GHEBAHAR,d,20201124,000000,35057,35057,35057,35057,276
GHEBAHAR,d,20201125,000000,35056,35056,35056,35056,32009
GHEBAHAR,d,20201128,000000,34993,34993,34993,34993,22459
GHEBAHAR,d,20201129,000000,34228,34912,34228,34228,7362649
GHEBAHAR,d,20201130,000000,34106,35272,33224,35272,14388616
GHEBAHAR,d,20201201,000000,35777,35777,35777,35777,1651144
GHEBAHAR,d,20201202,000000,36850,36850,34859,36850,10641441
GHEBAHAR,d,20201205,000000,38648,38648,38648,38648,663027
GHEBAHAR,d,20201206,000000,39807,39807,39807,39807,564963
GHEBAHAR,d,20201207,000000,41000,41000,41000,41000,726049
GHEBAHAR,d,20201208,000000,42229,42229,42229,42229,1316936
GHEBAHAR,d,20201209,000000,44340,44340,43453,44340,5207158
GHEBAHAR,d,20201212,000000,45642,45642,45642,45642,1772454
GHEBAHAR,d,20201213,000000,45384,47011,44273,44312,12079352
GHEBAHAR,d,20201214,000000,44138,45384,44138,44138,1972341
GHEBAHAR,d,20201215,000000,43001,43001,43001,43001,262484
GHEBAHAR,d,20201216,000000,42224,42224,42224,42224,561168
GHEBAHAR,d,20201219,000000,40114,44335,40114,44335,14529189
GHEBAHAR,d,20201220,000000,43816,43816,42004,43816,10975885
GHEBAHAR,d,20201221,000000,44893,44893,44893,44893,2149290
GHEBAHAR,d,20201222,000000,46240,46240,46240,46240,656826
GHEBAHAR,d,20201223,000000,48551,48551,47626,48551,4410687
GHEBAHAR,d,20201226,000000,49801,49977,47067,49700,11094006
GHEBAHAR,d,20201227,000000,48281,50598,47926,47926,6357462
GHEBAHAR,d,20201228,000000,47315,49246,47199,47199,8621326
GHEBAHAR,d,20201229,000000,46061,48909,46061,48909,27336149
GHEBAHAR,d,20201230,000000,49390,49392,48281,49392,7055093
GHEBAHAR,d,20210102,000000,50803,50803,50803,50803,1548290
GHEBAHAR,d,20210103,000000,53343,53343,53343,53343,1534308
GHEBAHAR,d,20210104,000000,54943,54943,51743,51743,12333618
GHEBAHAR,d,20210105,000000,51525,53302,51516,51516,11850989
GHEBAHAR,d,20210106,000000,50289,51854,50287,50287,2698369
GHEBAHAR,d,20210109,000000,48927,51554,47930,47930,8029367
GHEBAHAR,d,20210110,000000,48665,50439,47750,50439,7520404
GHEBAHAR,d,20210111,000000,51046,51046,48599,51046,7078737
GHEBAHAR,d,20210112,000000,51718,51718,48893,48893,2658100
GHEBAHAR,d,20210113,000000,47811,47811,47811,47811,527084
GHEBAHAR,d,20210116,000000,46377,46377,46377,46377,332409
GHEBAHAR,d,20210118,000000,44300,44300,44300,44300,338271
GHEBAHAR,d,20210119,000000,43338,43338,43338,43338,272721
GHEBAHAR,d,20210120,000000,42461,42461,42461,42461,377374
GHEBAHAR,d,20210123,000000,41271,41271,41271,41271,559955
GHEBAHAR,d,20210124,000000,41811,43335,41271,43163,9529720
GHEBAHAR,d,20210125,000000,42729,42970,41747,41747,5225708
GHEBAHAR,d,20210126,000000,40589,40589,40589,40589,427106
GHEBAHAR,d,20210127,000000,39443,39443,39443,39443,365756
GHEBAHAR,d,20210130,000000,37697,39303,37697,37697,8485396
GHEBAHAR,d,20210131,000000,36941,36941,36941,36941,81907
GHEBAHAR,d,20210201,000000,36754,36754,36754,36754,59030
GHEBAHAR,d,20210202,000000,36621,36621,36621,36621,282732
GHEBAHAR,d,20210203,000000,35241,36645,35241,35241,13940101
GHEBAHAR,d,20210206,000000,35241,36775,35241,36775,11242594
GHEBAHAR,d,20210207,000000,37466,37466,35560,35564,16891065
GHEBAHAR,d,20210208,000000,35052,35929,34851,34851,976629
GHEBAHAR,d,20210209,000000,34043,34043,34043,34043,192028
GHEBAHAR,d,20210213,000000,34473,35728,34027,34027,6102916
GHEBAHAR,d,20210214,000000,33197,33197,33197,33197,375699
GHEBAHAR,d,20210215,000000,32974,32974,32974,32974,51653
GHEBAHAR,d,20210216,000000,32912,32912,32912,32912,29708
GHEBAHAR,d,20210217,000000,32877,32877,32877,32877,20402
GHEBAHAR,d,20210220,000000,32183,32183,32183,32183,44641
GHEBAHAR,d,20210221,000000,32751,32751,32751,32751,6980
GHEBAHAR,d,20210222,000000,32743,32743,32743,32743,8857
GHEBAHAR,d,20210223,000000,32733,32733,32733,32733,26577
GHEBAHAR,d,20210224,000000,32035,32035,32035,32035,11653
GHEBAHAR,d,20210227,000000,32676,32676,32676,32676,1211
GHEBAHAR,d,20210228,000000,32675,32675,32675,32675,3383
GHEBAHAR,d,20210301,000000,32672,32672,32672,32672,1974
GHEBAHAR,d,20210302,000000,32003,32003,32003,32003,14318
GHEBAHAR,d,20210303,000000,32638,32638,32638,32638,383
